ID	Title	Country	Ctl	MA	Type	Drugs	Primary Endpoint	Population	
<a href="https://ClinicalTrials.gov/show/NCT04348409">NCT04348409</a>	Efficacy and Safety of Nitazoxanide for the Treatment of Hospitalized Patients With Moderate COVID-19	Brazil	Y	N	Drug Repurposing	Nitazoxanide	Efficacy - Viral load	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04353518">NCT04353518</a>	Clinical Trial to Evaluate Mycobacterium w in Preventing COVID-19 in Subjects at Risk of Getting Infected With COVID-19	India	Y	N	Shelved drug or NME	Mycobacterium	Efficacy - Infection rate (prevention)	General population	
<a href="https://ClinicalTrials.gov/show/NCT04360551">NCT04360551</a>	Pilot Clinical Trial of the Safety and Efficacy of Telmisartan for the Mitigation of Pulmonary and Cardiac Complications in COVID-19 Patients	United States	Y	N	Drug Repurposing	Telmisartan	Efficacy - WHO scale	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04343989">NCT04343989</a>	A Randomized Placebo-controlled Safety and Dose-finding Study for the Use of the IL-6 Inhibitor Clazakizumab in Patients With Life-threatening COVID-19 Infection	United States	Y	Y	Shelved drug or NME	Clazakizumab	Safety	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04348474">NCT04348474</a>	Efficacy and Safety of Hydroxychloroquine and Azithromycin for the Treatment of Ambulatory Patients With Mild COVID-19	Brazil	N	N	Drug Repurposing	Hydroxychloroquine, Azithromycin	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04358809">NCT04358809</a>	Clinical Trial of Mycobacterium w in COVID-19 Positive Patients, Hospitalized But Not Critically Ill	India	Y	N	Vaccine	heat killed (autoclaved) Mycobacterium	Efficacy - Other efficacy	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04348435">NCT04348435</a>	A Randomized, Double-Blind, Placebo-Controlled Clinical Trial to Determine the Safety and Efficacy of Hope Biosciences Allogeneic Mesenchymal Stem Cell Therapy (HB-adMSCs) to Provide Protection Against COVID-19	United States	Y	Y	Cell/Blood based	ND:Stem cells	Efficacy - Other efficacy	Exposed individuals (family members, HCP)	
<a href="https://ClinicalTrials.gov/show/NCT04329572">NCT04329572</a>	Efficacy and Safety of Hydroxychloroquine and Azithromycin for the Treatment of Hospitalized Patients With Moderate to Severe COVID-19	Brazil	N	N	Drug Repurposing	Hydroxychloroquine, Azithromycin	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04276896">NCT04276896</a>	Immunity and Safety of Covid-19 Synthetic Minigene Vaccine	China	N	N	Cell/Blood based	ND:T-cells	Efficacy - WHO scale	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04292730">NCT04292730</a>	Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734 ) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment	United States	Y	Y	Shelved drug or NME	Remdesivir	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04358549">NCT04358549</a>	Study of the Use of Favipiravir in Hospitalized Subjects With COVID-19	United States	Y	N	Drug Repurposing	Favipiravir	Efficacy - Viral load	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04360824">NCT04360824</a>	Covid-19 Associated Coagulopathy	United States	Y	N	Drug Repurposing	Enoxaparin	Efficacy - Mortality	General population, Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04349410">NCT04349410</a>	The Fleming [FMTVDM] Directed CoVid-19 Treatment Protocol	United States	Y	Y	Drug Repurposing, Shelved drug or NME, Cell/Blood based	Hydroxychloroquine, Azithromycin, Doxycycline, Clindamycin, Primaquine, Remdesivir, Tocilizumab, Methylprednisolone, Losartan, ND:Convalescent plasma, Interferon alpha-2b	Efficacy - Other efficacy	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04346615">NCT04346615</a>	Safety and Efficacy Trial of Vazegepant Intranasal for Hospitalized Patients With COVID-19 Requiring Supplemental Oxygen	United States	Y	N	Shelved drug or NME	Vazegepant	Safety	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04328493">NCT04328493</a>	The Vietnam Chloroquine Treatment on COVID-19	Viet Nam	Y	N	Drug Repurposing	Chloroquine	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04354870">NCT04354870</a>	COVID-19 PrEP HCW HCQ Study	United States	N	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Infection rate (prevention)	Exposed individuals (family members, HCP)	
<a href="https://ClinicalTrials.gov/show/NCT04305106">NCT04305106</a>	Bevacizumab in Severe or Critically Severe Patients With COVID-19 Pneumonia-RCT	China	Y	N	Drug Repurposing	Bevacizumab	Efficacy - Clinical improvement (except WHO scale)	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04315987">NCT04315987</a>	NestCell  Mesenchymal Stem Cell to Treat Patients With Severe COVID-19 Pneumonia	Brazil	N	N	Cell/Blood based	ND:Stem cells	Efficacy - Other efficacy	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04244591">NCT04244591</a>	Glucocorticoid Therapy for COVID-19 Critically Ill Patients With Severe Acute Respiratory Failure	China	Y	N	Drug Repurposing	Methylprednisolone	Efficacy - Clinical improvement (except WHO scale)	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04320615">NCT04320615</a>	A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia	United States	Y	N	Drug Repurposing	Tocilizumab	Efficacy - WHO scale	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04323514">NCT04323514</a>	Use of Ascorbic Acid in Patients With COVID 19	Italy	N	N	Drug Repurposing	Ascorbic acid	Efficacy - Mortality	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04315896">NCT04315896</a>	Hydroxychloroquine Treatment for Severe COVID-19 Pulmonary Infection (HYDRA Trial)	Mexico	Y	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Mortality	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04273646">NCT04273646</a>	Study of Human Umbilical Cord Mesenchymal Stem Cells in the Treatment of Severe COVID-19	China	N	N	Cell/Blood based	ND:Stem cells	Efficacy - Oxygen parameters	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04273529">NCT04273529</a>	The Efficacy and Safety of Thalidomide in the Adjuvant Treatment of Moderate New Coronavirus (COVID-19) Pneumonia	China	Y	N	Drug Repurposing	Thalidomide	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04273581">NCT04273581</a>	The Efficacy and Safety of Thalidomide Combined With Low-dose Hormones in the Treatment of Severe COVID-19	China	Y	N	Drug Repurposing	Thalidomide	Efficacy - Clinical improvement (except WHO scale)	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04325061">NCT04325061</a>	Efficacy of Dexamethasone Treatment for Patients With ARDS Caused by COVID-19	Spain	Y	N	Drug Repurposing	Dexamethasone	Efficacy - Mortality	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04342663">NCT04342663</a>	A Double-blind, Placebo-controlled Clinical Trial of Fluvoxamine for Symptomatic Individuals With COVID-19 Infection	United States	Y	N	Drug Repurposing	Fluvoxamine	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04342221">NCT04342221</a>	Hydroxychloroquine for COVID-19	Germany	Y	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04332107">NCT04332107</a>	Azithromycin for COVID-19 Treatment in Outpatients Nationwide	United States	Y	N	Drug Repurposing	Azithromycin	Efficacy - Other efficacy	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04344730">NCT04344730</a>	Dexamethasone and Oxygen Support Strategies in ICU Patients With Covid-19 Pneumonia	France	Y	Y	Drug Repurposing, Other	Dexamethasone, ND:Procedure	Efficacy - Mortality	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04341207">NCT04341207</a>	Epidemiology of SARS-CoV-2 and Mortality to Covid19 Disease in French Cancer Patients	France	N	N	Drug Repurposing	Hydroxychloroquine, Azithromycin	Efficacy - Mortality	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04335201">NCT04335201</a>	Defibrotide in COVID-19 Pneumonia	Italy	N	N	Drug Repurposing	Defibrotide	Efficacy - Other efficacy	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04355767">NCT04355767</a>	Convalescent Plasma vs. Placebo in Emergency Room Patients With COVID-19	United States	Y	N	Cell/Blood based	ND:Convalescent plasma	Efficacy - Clinical improvement (except WHO scale)	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04328441">NCT04328441</a>	Reducing Health Care Workers Absenteeism in Covid-19 Pandemic Through BCG Vaccine	Netherlands	Y	N	Drug Repurposing, Vaccine	BCG Vaccine	Efficacy - Infection rate (prevention)	Exposed individuals (family members, HCP)	
<a href="https://ClinicalTrials.gov/show/NCT04334044">NCT04334044</a>	Treatment of SARS Caused by COVID-19 With Ruxolitinib	Mexico	N	N	Drug Repurposing	Ruxolitinib	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04352608">NCT04352608</a>	Safety and Immunogenicity Study of Inactivated Vaccine for Prophylaxis of SARS CoV-2 Infection (COVID-19)	China	Y	Y	Vaccine	ND:Vaccine	Safety	General population	
<a href="https://ClinicalTrials.gov/show/NCT04359680">NCT04359680</a>	Trial to Evaluate the Efficacy and Safety of Nitazoxanide (NTZ) for Pre- or Post Exposure Prophylaxis of COVID-19 and Other Viral Respiratory Illnesses (VRI) in Healthcare Workers	United States	Y	N	Drug Repurposing	Nitazoxanide	Efficacy - Infection rate (prevention)	Exposed individuals (family members, HCP)	
<a href="https://ClinicalTrials.gov/show/NCT04353271">NCT04353271</a>	Trial of Hydroxychloroquine In Covid-19 Kinetics	United States	Y	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04344457">NCT04344457</a>	Evaluate the Efficacy and Safety of Oral Hydroxychloroquine, Indomethacin and Zithromax in Subjects With Mild Symptoms of COVID-19	United States	N	N	Drug Repurposing	Hydroxychloroquine, Indomethacin, Azithromycin	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04343248">NCT04343248</a>	Trial to Evaluate the Efficacy and Safety of Nitazoxanide (NTZ) for Post-Exposure Prophylaxis of COVID-19 and Other Viral Respiratory Illnesses in Elderly Residents of Long-Term Care Facilities (LTCF)	United States	Y	N	Drug Repurposing	Nitazoxanide	Efficacy - Infection rate (prevention)	Other	
<a href="https://ClinicalTrials.gov/show/NCT04252664">NCT04252664</a>	A Trial of Remdesivir in Adults With Mild and Moderate COVID-19	China	Y	N	Shelved drug or NME	Remdesivir	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04280588">NCT04280588</a>	Fingolimod in COVID-19	China	Y	N	Drug Repurposing	Fingolimod	Efficacy - Other efficacy	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04351919">NCT04351919</a>	Assessment of Efficacy and Safety of HCQ and Antibiotics Administrated to Patients COVID19(+)	Tunisia	N	N	Drug Repurposing	Hydroxychloroquine, Azithromycin	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04358068">NCT04358068</a>	Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19	United States	Y	N	Drug Repurposing	Hydroxychloroquine, Azithromycin	Efficacy - Mortality	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04336332">NCT04336332</a>	Randomized Comparison of Combination Azithromycin and Hydroxychloroquine vs. Hydroxychloroquine Alone for the Treatment of Confirmed COVID-19	United States	Y	Y	Drug Repurposing	Hydroxychloroquine, Azithromycin	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04334005">NCT04334005</a>	Vitamin D on Prevention and Treatment of COVID-19	Spain	Y	N	Drug Repurposing	Vitamin D	Efficacy - Mortality	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04351152">NCT04351152</a>	Phase 3 Study to Evaluate Efficacy and Safety of Lenzilumab in Hospitalized Patients With COVID-19 Pneumonia	United States	Y	N	Shelved drug or NME	Lenzilumab	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04348877">NCT04348877</a>	Plasma Rich Antibodies From Recovered Patients From COVID19	Egypt	N	N	Cell/Blood based	ND:Convalescent plasma	Efficacy - Viral load	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04349241">NCT04349241</a>	Efficacy and Safety of Favipiravir in Management of COVID-19	Egypt	Y	N	Drug Repurposing	Favipiravir	Efficacy - Viral load	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04303299">NCT04303299</a>	Various Combination of Protease Inhibitors, Oseltamivir, Favipiravir, and Hydroxychloroquine for Treatment of COVID-19 : A Randomized Control Trial	Thailand	Y	Y	Drug Repurposing, Shelved drug or NME	Oseltamivir, Hydroxychloroquine, Darunavir, Lopinavir/ritonavir, Favipiravir	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04331600">NCT04331600</a>	ChloroQUine As antiviRal treAtmeNT In coroNavirus infEction 2020	Poland	Y	N	Drug Repurposing	Chloroquine	Efficacy - Other efficacy	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04357457">NCT04357457</a>	Efficacy of Intravenous Almitrine in Reducing the Need for Mechanical Ventilation in Patients With Hypoxemic Acute Respiratory Failure Due to Covid-19-related Pneumonia	France	Y	N	Drug Repurposing	Almitrine	Efficacy - Other efficacy	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04360876">NCT04360876</a>	Targeted Steroids for ARDS Due to COVID-19 Pneumonia: A Pilot Randomized Clinical Trial	United States	Y	N	Drug Repurposing	Dexamethasone	Efficacy - Other efficacy	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04344951">NCT04344951</a>	Chloroquine Phosphate Against Infection by the Novel Coronavirus SARS-CoV-2 (COVID-19): The HOPE Open-Label, Non Randomized Clinical Trial	Greece	N	N	Drug Repurposing	Chloroquine	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04360122">NCT04360122</a>	Levamisole and Isoprinosine in Immune-prophylaxis of Egyptian Healthcare Workers Facing COVID-19	Egypt	Y	N	Drug Repurposing	Levamisole, Isoprinosine	Efficacy - Infection rate (prevention)	Exposed individuals (family members, HCP)	
<a href="https://ClinicalTrials.gov/show/NCT04347681">NCT04347681</a>	Potential Efficacy of Convalescent Plasma to Treat Severe COVID-19 and Patients at High Risk of Developing Severe COVID-19	Saudi Arabia	N	N	Cell/Blood based	ND:Convalescent plasma	Efficacy - Clinical improvement (except WHO scale)	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04341116">NCT04341116</a>	Study of TJ003234 (Anti-GM-CSF Monoclonal Antibody) in Subjects With Severe Coronavirus Disease 2019 (COVID-19)	United States	Y	Y	Shelved drug or NME	TJ003234 (Anti-GM-CSF Monoclonal Antibody)	Efficacy - WHO scale	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04342897">NCT04342897</a>	A Study of LY3127804 in Participants With COVID-19	United States	Y	N	Shelved drug or NME	LY3127804	Efficacy - Oxygen parameters	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04350931">NCT04350931</a>	Application of BCG Vaccine for Immune-prophylaxis Among Egyptian Healthcare Workers During the Pandemic of COVID-19	Egypt	Y	N	Drug Repurposing	BCG Vaccine	Efficacy - Infection rate (prevention)	Exposed individuals (family members, HCP)	
<a href="https://ClinicalTrials.gov/show/NCT04341389">NCT04341389</a>	A Phase II Clinical Trial to Evaluate the Recombinant Vaccine for COVID-19 (Adenovirus Vector)	China	Y	Y	Vaccine	ND:Vaccine	Safety	General population	
<a href="https://ClinicalTrials.gov/show/NCT04348513">NCT04348513</a>	Triiodothyronine for the Treatment of Critically Ill Patients With COVID-19 Infection	Greece	Y	N	Drug Repurposing	Triiodothyronine	Efficacy - Other efficacy	Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04345653">NCT04345653</a>	Hydroxychloroquine as Chemoprevention for COVID-19 for High Risk Healthcare Workers	United States	N	N	Drug Repurposing	Hydroxychloroquine	Other	Exposed individuals (family members, HCP)	
<a href="https://ClinicalTrials.gov/show/NCT04350736">NCT04350736</a>	First in Human SAD and MAD Study of Inhaled TD-0903, a Potential Treatment for ALI Associated With COVID-19	United Kingdom	Y	N	Shelved drug or NME	TD-0903	Safety	General population	
<a href="https://ClinicalTrials.gov/show/NCT04317040">NCT04317040</a>	CD24Fc as a Non-antiviral Immunomodulator in COVID-19 Treatment	United States	Y	N	Shelved drug or NME	CD24Fc	Efficacy - WHO scale	Mild/Moderate Cases, Severe Cases	
<a href="https://ClinicalTrials.gov/show/NCT04326790">NCT04326790</a>	The GReek Study in the Effects of Colchicine in Covid-19 cOmplications Prevention	Greece	Y	N	Drug Repurposing	Colchicine	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04345276">NCT04345276</a>	Efficacy and Safety of Ganovo (Danoprevir) Combined With Ritonavir in the Treatment of SARS-CoV-2 Infection	China	N	N	Drug Repurposing, Shelved drug or NME	Danoprevir, Ritonavir	Efficacy - Oxygen parameters	Mild/Moderate Cases	
<a href="https://ClinicalTrials.gov/show/NCT04291729">NCT04291729</a>	Evaluation of Ganovo (Danoprevir ) Combined With Ritonavir in the Treatment of SARS-CoV-2 Infection	China	N	N	Drug Repurposing, Shelved drug or NME	Danoprevir, Ritonavir, Interferon(NOS)	Efficacy - Oxygen parameters	Mild/Moderate Cases, Severe Cases	
